season,episode,character,line
S08,E17,Rachel," Ew, was Chandler naked? Sort of like a, like a ring toss kind of situation?"
S08,E17,Monica, Sure.
S08,E17,Chandler, What?! No! No!
S08,E17,Rachel," All right. Well listen, if you see Joey will you just tell him uh…tell him I miss him. "
S08,E17,Monica,"  Okay, did you hear that?"
S08,E17,Joey," Yeah, a naked bagel game?   Dude, I don’t know. That’s a pretty small hole."
S08,E17,Monica," Honey, you gotta talk to her."
S08,E17,Joey, I can’t! Y’know? You guys don’t know what it’s like to put yourself out there like that and just get shot down.
S08,E17,Chandler,"  I don’t know what that’s like?! Up until I was 25 I thought the only response to, ""I love you,"" was, ""Oh crap!"""
S08,E17,Monica," Hello? No rejection? I got shot down at fat camp! Boy, kids are mean when they’re hungry."
S08,E17,Joey," All right so, so what do I do?"
S08,E17,Monica," This is Rachel. I mean, what are you gonna do, never going to talk to her again? I mean I know it’s weird, it’s awkward, but you gotta at least try."
S08,E17,Joey, Yeah. Okay.  Whoa!  I almost forgot this was on your…
S08,E17,Chandler,  We didn’t play it!!
S08,E17,Phoebe," Okay, so when you’re done with your tea I’ll look at your leaves and tell you your fortune."
S08,E17,Chandler, I didn’t know you read tea leaves.
S08,E17,Phoebe," Oh yeah, I’ve done it for years. I actually stopped because I was so accurate. Y’know, and-and y’know, one of the great joys of life is it’s-it’s wondrous unpredictability. Y’know? And also tea tends to give me the trots."
S08,E17,Monica," Okay, I’m done. Read mine."
S08,E17,Phoebe," Okay.  Ooh, I see a ladder.  Which can mean either a promotion or a violent death."
S08,E17,Monica,  I-I’m the head chef. I-I can’t get promoted.
S08,E17,Phoebe," Uh-hmm. Uh-hmm, who’s next?"
S08,E17,Rachel," Okay, I’m done. Do mine."
S08,E17,Phoebe," Okay.  Umm, oh! Okay, I see a circle."
S08,E17,Rachel, Ah.
S08,E17,Phoebe, Oh!  Which can either mean you’re having a baby or you’re gonna make a scientific discovery!
S08,E17,Rachel," Well, I have been spending a lot of time in the lab."
S08,E17,Chandler, What does yours say Pheebs?
S08,E17,Phoebe," Umm… Wow, all right.  Wow! Yay! Ooh, I’m gonna meet a guy! And really soon! And he’s gonna be the man of my dreams. Probably not the guy I had a dream about last night. "
S08,E17,Ross,"  Hey! Has anyone seen my shirt? It’s a button down, like a, like a faded salmon?"
S08,E17,Monica, You mean your pink shirt?
S08,E17,Ross, Faded salmon color.
S08,E17,Monica," No, I-I haven’t seen your pink shirt."
S08,E17,Ross, Great! Great. Then I must’ve left it at Mona’s. I knew it!
S08,E17,Chandler," Well, I’m sure you get another one at Ann Taylor’s."
S08,E17,Ross, That’s my favorite shirt! Okay? I love that shirt!
S08,E17,Rachel, Well just ask Mona to give it back!
S08,E17,Ross," I don’t know. I mean I-I guess I could. It’s just that we didn’t really end things such good terms. And if I go over there I’d be ignoring the one thing she asked me to do when we broke up, jump up my own ass and die. "
S08,E17,Phoebe,"  Oh wait a second you guys…for the last couple weeks I’ve been that guy everywhere I go. We take the same bus. We go to the same bookstore, the same dry cleaners; maybe he’s the tea guy. "
S08,E17,Chandler," Phoebe, did you see that?! He totally checked you out! He is so cute!  Mine has a picture of The Village People, what does that mean?"
S08,E17,Rachel, Hi!
S08,E17,Joey, Hey.
S08,E17,Rachel, Hi.
S08,E17,Joey, Hi.
S08,E17,Monica, Tea gives Phoebe the trots.
S08,E17,Rachel," So I thought Joey and I would be okay once we hung out, but it’s not even like we know how to be with each other anymore."
S08,E17,Chandler," I know it’s tough now, but things will get better."
S08,E17,Rachel," How do you know that? What if it just gets worse and worse and worse, to the point where we can’t even be in the same room with each other?!"
S08,E17,Chandler," I’m not great at the advice, can I interest you in a sarcastic comment? Some cheese?"
S08,E17,Monica," Honey, what is the Bruce Springsteen CD in the Kat Stevens case?"
S08,E17,Chandler, Let’s just say if I can’t find the right CD case I just put it in the nearest one.
S08,E17,Monica," Okay, where is the Kat Stevens CD?"
S08,E17,Chandler, In the James Taylor case.
S08,E17,Monica, Where is the James Taylor CD?
S08,E17,Chandler," Honey, I’m gonna save you some time, 200 CDs, not one of them in the right case."
S08,E17,Monica," Okay. No need to panic. Deep breathes everyone. Okay umm uh, we’re just gonna have to spend some time and put the CDs in the right cases."
S08,E17,Chandler," Well, if we’re gonna do that we should come up with some kind of order. Y’know alphabetically or by genre?"
S08,E17,Monica," Hmm, I don’t know. We really have to talk this through."
S08,E17,Rachel, Oh my God!! You guys have such problems!! I feel so terrible for you!
S08,E17,Monica," Okay, I-I’m sorry. You and Joey, your both focusing on this uncomfortable thing, what you need to do is to change the subject. Next time you see him try to get him talking about something else."
S08,E17,Rachel, Oh yeah. That makes sense.
S08,E17,Monica," Yeah, like I don’t know, maybe you have a work problem that you need his advice on."
S08,E17,Rachel," Ooh, I can do that."
S08,E17,Monica," Good.  Uh honey, the Miami Vice soundtrack? Really?"
S08,E17,Chandler, They were just giving those away at the store  in exchange for money.
S08,E17,Joey,  Hey!
S08,E17,Rachel, Hi.
S08,E17,Monica," Uh I really don’t know what to tell you Rach, I really don’t. I mean, maybe Joey can help you out with your, with your big work problem."
S08,E17,Rachel, What?
S08,E17,Monica," Yeah Joey she’s…Rachel’s got this really big work problem, and it is a head scratcher. Wow!  Y’know what, if we’re gonna make dinner we’re gonna have to leave. Yeah. "
S08,E17,Joey," So you uh, have a…big work problem?"
S08,E17,Rachel, Yeah it’s umm… Yeah it’s uh… It-it’s y’know—It’s nothing.
S08,E17,Joey," Huh. Okay.  So uh, I think I’m gonna take off."
S08,E17,Rachel, Yeah—No wait! Joey no wait it is. It’s something. It’s-it’s umm…it’s my boss.
S08,E17,Joey, Yeah?
S08,E17,Rachel," Yeah, and umm my baby."
S08,E17,Joey, Yeah?
S08,E17,Rachel, My boss wants to buy my baby!
S08,E17,Joey, What?! Oh my-oh my God!
S08,E17,Rachel," I know I told you, it’s a really big problem."
S08,E17,Joey, What he wants to buy your baby?!
S08,E17,Rachel, Can you believe that?!
S08,E17,Joey, That’s crazy!
S08,E17,Rachel, That’s what I told him!
S08,E17,Joey," Okay, how did this even happen?"
S08,E17,Rachel," Well I’ll tell ya!  See uh my-my boss and his wife—They-they can’t have children. So umm, and that—we were at the Christmas party, and he got drunk, and he said to me, ""Rachel, I want to buy your baby."""
S08,E17,Joey, Man! When you said it was a problem about your boss and the baby I figured it was something about maternity leave.
S08,E17,Rachel, Ohh! Yeah!  Yeah that-that would’ve been a much simpler problem.
S08,E17,Phoebe, Oh hello.
S08,E17,Phoebe," Oh Jim, Jim Nelson I’m Phoebe, Phoebe Buffay. We certainly have been seeing a lot of each other lately."
S08,E17,Phoebe," Well, maybe we will.  Oh! "
S08,E17,Ross," Mona?  Okay, if I were a salmon shirt, where would I be? "
S08,E17,Chandler," Oh my God, honey we are so meant to be together. We both have copies of the Annie soundtrack."
S08,E17,Monica," Honey, both yours."
S08,E17,Rachel,  Hey! Great advice on that Joey thing!
S08,E17,Monica, Yeah? The work problem?
S08,E17,Rachel, Oh it was perfect! I mean it really felt like he was my friend again.
S08,E17,Chandler, What problem did you tell him you had?
S08,E17,Rachel," Oh that’s not important. The point is, I really—I think everything’s gonna be okay."
S08,E17,Joey, Do you think you can just buy my friends baby?!
S08,E17,Phoebe, Isn’t it funny how we kept running into each other? It’s as if someone really wants us to be together.
S08,E17,Phoebe," Oh, witty banter. Well done."
S08,E17,Phoebe," Oh okay, well I’m a masseuse, and I used to work at this place…"
S08,E17,Phoebe," I-I-I like, I like parties."
S08,E17,Phoebe," Yeah I guess, a little."
S08,E17,Phoebe,"  So! Umm, anyway I-I lived in New York, someone wildly I guess, for umm—Well since I was fourteen."
S08,E17,Phoebe, Oh stop it.
S08,E17,Phoebe," Okay. Umm look, you’re coming on a little strong. But I’m going to give you the benefit of the doubt, because it seems the universe really wants to be together. So, why don’t we just start over okay? And you can just tell me about yourself."
S08,E17,Phoebe, Okay.
S08,E17,Phoebe, What?!
S08,E17,Phoebe, Oh my God!
S08,E17,Phoebe, Wow! You do?
S08,E17,Phoebe, All right. 
S08,E17,Chandler,  The sun’ll come out…tomorrow! Bet…your bottom dollar that tomorrow…  …there’ll be sun.
S08,E17,Joey,  Hey!
S08,E17,Rachel," Hey! Oh Joey, honey listen, thank you for talking to my yesterday about that thing with my boss. That really meant a lot."
S08,E17,Joey," Not a problem. Oh, and just so you know, that guy’s not going to be bothering you about that baby thing anymore."
S08,E17,Rachel,  What?
S08,E17,Joey, Let’s just say I took care of it.
S08,E17,Rachel," Whoa-whoa-whoa, let’s say more!"
S08,E17,Joey," Don’t worry! Don’t worry. I just told him, very nicely, ""You don’t go buying people’s babies, so back off!!"""
S08,E17,Rachel, What?!
S08,E17,Monica,Chandler and  What?!
S08,E17,Rachel," No! No, no-no-no Joey he doesn’t want to buy my baby! I made that up!"
S08,E17,Joey, What?! Why?!
S08,E17,Rachel, So that we would have something to talk about! So it wouldn’t be awkward!
S08,E17,Joey, And you couldn’t think of anything else?!
S08,E17,Monica, You said your boss wants to buy your baby?!
S08,E17,Rachel,  I can’t believe that you yelled at my boss! I’m-I’m gonna lose my job! What am I going to do?!
S08,E17,Chandler, You can always sell your baby.
S08,E17,Rachel," Oh Joey, I can’t believe you brought my boss into this! I’m gonna get fired!"
S08,E17,Joey, You lied to me!
S08,E17,Rachel," Well, she told me too! "
S08,E17,Monica, Chandler has two copies of Annie!
S08,E17,Ross, Hello!!
S08,E17,Ross, Not touching myself if that makes anyone less uncomfortable.
S08,E17,Rachel, Morning. You wanted to see me?
S08,E17,Rachel, Okay look Mr. Zelner…
S08,E17,Rachel, Yeah. 
S08,E17,Rachel, Oh God.
S08,E17,Rachel," Well, as long as we are clear about that. "
S08,E17,Phoebe, Oh there it is.
S08,E17,Monica, That’s not your regular dry cleaners.
S08,E17,Phoebe," I know, but that creep that I went on that date with goes to there so I have to find a new one. I also have to find a new video store, a new bank, a new adult bookstore, a new grocery store…"
S08,E17,Monica, What?!
S08,E17,Phoebe, A new grocery store. The universe said I was going to meet a nice guy and that’s what they gave me?  When I get up there I’m going to kick some ass.
S08,E17,Monica," Don’t worry Phoebe, you’re gonna meet someone. If I can meet a great guy, so can you."
S08,E17,Phoebe," Yeah, we both can. And we both will."
S08,E17,Phoebe," Oh, you didn’t have to come in with me."
S08,E17,Monica, Are you kidding? This is where they get out stains! Okay? This is like Disneyland for me. I’m-I’m gonna be over here watching the dance of the clean shirts. 
S08,E17,Phoebe, Okay.
S08,E17,Phoebe, What?
S08,E17,Phoebe," Oh yeah well, I’m sorry about that too, but what are you going to do?"
S08,E17,Phoebe, A little.   Now you’re talking.
S08,E17,Phoebe, I-I-I’d love to. Let me just tell my friend.
S08,E17,Monica,"  Ooh, an ink stain! Hey, can I watch how you get this out?"
S08,E17,Phoebe,  She must’ve left.
S08,E17,Rachel, Hi.
S08,E17,Joey, So? What-what-what happened?
S08,E17,Rachel, It’s all gonna be okay. They’re just so happy that I’m not suing them that they gave me one extra month paid maternity leave. So long as I understand that the money should not construed as a down payment on this or any other child I should bear.
S08,E17,Chandler," Wow, Ralph Lauren is really going out of there way to show they’re not in the baby buying business."
S08,E17,Rachel," Chandler, can you give us a minute?"
S08,E17,Chandler," Oh I’m sorry, you’re kicking me out of my own living room?"
S08,E17,Rachel, Yeah.
S08,E17,Chandler, I’ll be in there. 
S08,E17,Rachel," Joey, I’m really sorry that I lied to you. I was just trying to make things…"
S08,E17,Joey, I know. I know.
S08,E17,Rachel," It kinda worked. I mean y’know, I don’t know about you buy I haven’t thought about our thing since all this."
S08,E17,Joey," Hey you’re right. Yeah, it’s kinda been like us again a little bit."
S08,E17,Rachel, Yeah I know! I miss that.
S08,E17,Joey, Me too. I mean I…haven’t thought at all about how I put myself out there and said all that stuff and how you didn’t feel the same way about me and-and how it was really awkward.
S08,E17,Rachel, My gynecologist tried to kill me.
S08,E17,Ross,"  Item J437-A, color: winterberry.  Hi umm, listen come here, come in.  I’m so-so sorry about yesterday. I-I’m really sorry. It’s just that I… "
S08,E17,Ross, You do?
S08,E17,Ross,  Oh God you’re right.
S08,E17,Ross,  No. 
S08,E18,Phoebe," Oh, Ross, Mon, is it okay if I bring someone to your parent’s anniversary party?"
S08,E18,Monica, Yeah.
S08,E18,Ross, Sure. Yeah.
S08,E18,Joey," So, who’s the guy?"
S08,E18,Phoebe," Well, his name is Parker and I met him at the drycleaners."
S08,E18,Chandler," Oooh, did he put a little starch in your bloomers?  Who said that?"
S08,E18,Phoebe," Yeah, he’s really great though. He has this incredible zest for life, and he treats me like a queen, except at night when he treats me like the naughty girl I am."
S08,E18,Monica,"  Oh, by the way. Would it be okay if I gave the toast to mom and dad this year?"
S08,E18,Ross," Uh, yeah, you sure you want to after what happened at their 20th?"
S08,E18,Monica," Yeah, I’d really like to."
S08,E18,Ross," Okay, hopefully this time mom won’t boo you."
S08,E18,Monica," Yes! Every year Ross makes the toast, and it’s always really moving, and always makes them cry. Well this year I’m going to make them cry."
S08,E18,Chandler, And you wonder why Ross is their favorite?
